subscription_id,user_id,plan_id,start_date,end_date,status
5765,5765,3,2023-09-11,2023-10-11,canceled
5766,5766,3,2024-09-05,,active
5767,5767,2,2024-05-17,,active
5768,5768,2,2024-11-24,,active
5769,5769,1,2023-05-13,,active
5770,5770,2,2024-10-08,2024-12-08,canceled
5771,5771,2,2025-06-06,,active
5772,5772,2,2025-06-09,,active
5773,5773,1,2024-09-23,,active
5774,5774,2,2025-10-17,,active
5775,5775,2,2025-12-16,,active
5776,5776,1,2025-07-22,,active
5777,5777,1,2024-05-05,2024-12-05,canceled
5778,5778,2,2024-09-06,2025-04-06,canceled
5779,5779,1,2025-07-09,,active
5780,5780,2,2025-01-20,,active
5781,5781,2,2025-09-18,,active
5782,5782,2,2024-09-04,,active
5783,5783,1,2025-02-26,,active
5784,5784,1,2024-04-23,,active
5785,5785,2,2025-05-07,,active
5786,5786,2,2023-04-21,2024-12-21,canceled
5787,5787,2,2024-08-12,2024-09-12,canceled
5788,5788,2,2024-06-03,,active
5789,5789,1,2024-08-08,,active
5790,5790,2,2025-10-27,2025-12-27,canceled
5791,5791,1,2025-12-25,,active
5792,5792,1,2023-08-18,2023-09-18,canceled
5793,5793,3,2025-11-02,,active
5794,5794,1,2024-01-15,2024-02-15,canceled
5795,5795,3,2024-11-09,,active
5796,5796,3,2024-04-01,2024-07-01,canceled
5797,5797,2,2023-11-26,,active
5798,5798,2,2023-04-07,2023-06-07,canceled
5799,5799,3,2025-04-08,2025-06-08,canceled
5800,5800,1,2024-07-09,2025-09-09,canceled
5801,5801,1,2024-08-22,,active
5802,5802,2,2023-12-02,2024-05-02,canceled
5803,5803,1,2025-12-15,,active
5804,5804,3,2025-12-12,,active
5805,5805,2,2023-02-24,2023-03-24,canceled
5806,5806,1,2024-01-24,2024-09-24,canceled
5807,5807,1,2023-03-17,2023-12-17,canceled
5808,5808,2,2025-03-21,,active
5809,5809,1,2023-05-19,2023-06-19,canceled
5810,5810,1,2025-11-12,,active
5811,5811,2,2025-04-03,,active
5812,5812,2,2025-12-03,,active
5813,5813,1,2025-04-20,2025-05-20,canceled
5814,5814,1,2023-08-26,2025-04-26,canceled
5815,5815,3,2023-04-08,,active
5816,5816,1,2025-02-15,2025-07-15,canceled
5817,5817,3,2023-07-27,2023-11-27,canceled
5818,5818,3,2023-01-03,2023-05-03,canceled
5819,5819,1,2025-08-02,,active
5820,5820,2,2023-04-21,2023-12-21,canceled
5821,5821,2,2025-03-08,,active
5822,5822,1,2023-10-23,2024-07-23,canceled
5823,5823,2,2023-07-09,,active
5824,5824,2,2024-03-08,2025-01-08,canceled
5825,5825,2,2024-03-03,,active
5826,5826,2,2024-08-04,,active
5827,5827,1,2025-10-21,,active
5828,5828,1,2025-06-11,,active
5829,5829,2,2024-05-19,,active
5830,5830,2,2023-10-09,,active
5831,5831,1,2024-03-19,2024-07-19,canceled
5832,5832,1,2024-01-01,,active
5833,5833,3,2025-06-18,2025-11-18,canceled
5834,5834,2,2024-03-21,2025-03-21,canceled
5835,5835,1,2025-01-21,,active
5836,5836,2,2025-06-22,,active
5837,5837,3,2025-07-26,,active
5838,5838,1,2025-12-13,,active
5839,5839,3,2024-09-02,,active
5840,5840,1,2023-10-17,2023-11-17,canceled
5841,5841,1,2025-07-09,,active
5842,5842,2,2023-12-08,,active
5843,5843,1,2025-11-06,,active
5844,5844,2,2024-04-16,2024-11-16,canceled
5845,5845,2,2025-06-23,,active
5846,5846,2,2024-08-11,,active
5847,5847,1,2023-03-06,2023-09-06,canceled
5848,5848,2,2024-08-23,,active
5849,5849,2,2023-03-22,2025-11-22,canceled
5850,5850,2,2025-04-22,,active
5851,5851,1,2024-03-19,2025-04-19,canceled
5852,5852,3,2025-12-26,,active
5853,5853,1,2025-10-17,,active
5854,5854,1,2025-10-18,,active
5855,5855,2,2024-07-10,,active
5856,5856,3,2025-04-22,,active
5857,5857,1,2023-06-12,2023-07-12,canceled
5858,5858,2,2024-03-14,,active
5859,5859,1,2025-03-25,2025-05-25,canceled
5860,5860,2,2024-07-15,2025-05-15,canceled
5861,5861,1,2024-06-17,2024-08-17,canceled
5862,5862,2,2023-06-02,2023-11-02,canceled
5863,5863,2,2025-10-06,,active
5864,5864,2,2024-08-23,,active
5865,5865,1,2025-09-13,,active
5866,5866,1,2025-03-16,,active
5867,5867,1,2024-12-23,,active
5868,5868,3,2024-12-06,2025-01-06,canceled
5869,5869,2,2024-05-04,2024-11-04,canceled
5870,5870,1,2025-04-16,2025-06-16,canceled
5871,5871,3,2024-05-23,2025-11-23,canceled
5872,5872,1,2025-02-18,2025-05-18,canceled
5873,5873,2,2025-09-12,,active
5874,5874,1,2024-12-04,,active
5875,5875,2,2024-03-21,2025-04-21,canceled
5876,5876,3,2024-08-22,2024-11-22,canceled
5877,5877,3,2025-08-19,,active
5878,5878,1,2024-07-17,,active
5879,5879,1,2023-09-03,2025-05-03,canceled
5880,5880,2,2025-10-03,,active
5881,5881,1,2025-05-07,,active
5882,5882,3,2024-05-20,2025-07-20,canceled
5883,5883,1,2024-05-11,,active
5884,5884,3,2025-03-20,2025-08-20,canceled
5885,5885,2,2024-01-27,2024-05-27,canceled
5886,5886,2,2024-11-16,2024-12-16,canceled
5887,5887,2,2023-05-19,2024-01-19,canceled
5888,5888,1,2025-04-01,,active
5889,5889,2,2023-06-10,2024-09-10,canceled
5890,5890,1,2025-08-18,,active
5891,5891,2,2023-04-13,,active
5892,5892,2,2025-04-15,2025-09-15,canceled
5893,5893,2,2023-10-15,2025-10-15,canceled
5894,5894,2,2023-10-24,2023-12-24,canceled
5895,5895,1,2024-01-08,2025-07-08,canceled
5896,5896,2,2025-02-11,2025-07-11,canceled
5897,5897,3,2023-03-13,,active
5898,5898,2,2025-08-18,2025-09-18,canceled
5899,5899,3,2025-09-05,,active
5900,5900,1,2023-06-24,2025-12-24,canceled
5901,5901,2,2023-12-27,2024-11-27,canceled
5902,5902,2,2024-11-24,,active
5903,5903,2,2023-12-15,2024-10-15,canceled
5904,5904,1,2025-09-24,,active
5905,5905,2,2025-10-23,2025-12-23,canceled
5906,5906,1,2025-09-23,2025-11-23,canceled
5907,5907,2,2025-09-06,,active
5908,5908,2,2025-05-25,,active
5909,5909,1,2023-02-19,2023-10-19,canceled
5910,5910,1,2025-06-17,,active
5911,5911,1,2025-11-17,,active
5912,5912,2,2024-03-02,,active
5913,5913,1,2023-10-24,2024-02-24,canceled
5914,5914,2,2023-12-02,,active
5915,5915,1,2025-03-08,,active
5916,5916,1,2024-05-14,,active
5917,5917,1,2025-06-07,2025-12-07,canceled
5918,5918,1,2024-02-07,2024-03-07,canceled
5919,5919,1,2023-09-26,2023-10-26,canceled
5920,5920,2,2025-08-09,,active
5921,5921,1,2023-02-04,2024-08-04,canceled
5922,5922,3,2024-04-16,2024-11-16,canceled
5923,5923,2,2024-12-11,2025-06-11,canceled
5924,5924,1,2025-03-11,,active
5925,5925,2,2025-07-06,,active
5926,5926,1,2023-10-14,,active
5927,5927,2,2024-10-09,2025-06-09,canceled
5928,5928,3,2023-03-14,2024-09-14,canceled
5929,5929,2,2025-08-11,,active
5930,5930,2,2023-07-17,2024-09-17,canceled
5931,5931,2,2025-03-16,,active
5932,5932,3,2024-08-27,,active
5933,5933,1,2024-10-17,2025-10-17,canceled
5934,5934,1,2024-06-22,,active
5935,5935,3,2025-12-18,,active
5936,5936,1,2025-05-17,2025-12-17,canceled
5937,5937,3,2023-03-02,2024-02-02,canceled
5938,5938,2,2025-03-05,,active
5939,5939,1,2023-02-13,,active
5940,5940,1,2024-06-14,2024-07-14,canceled
5941,5941,1,2024-08-25,,active
5942,5942,1,2024-02-22,,active
5943,5943,1,2024-09-05,2025-08-05,canceled
5944,5944,3,2025-04-12,,active
5945,5945,2,2024-12-06,,active
5946,5946,3,2024-08-18,2024-10-18,canceled
5947,5947,2,2024-12-11,2025-01-11,canceled
5948,5948,1,2023-01-17,2023-02-17,canceled
5949,5949,1,2025-08-24,,active
5950,5950,2,2024-10-19,,active
5951,5951,1,2024-12-10,2025-04-10,canceled
5952,5952,3,2024-12-16,2025-02-16,canceled
5953,5953,1,2023-04-24,2023-10-24,canceled
5954,5954,3,2023-04-01,2023-12-01,canceled
5955,5955,3,2024-10-06,,active
5956,5956,2,2025-08-18,,active
5957,5957,1,2025-07-02,2025-09-02,canceled
5958,5958,2,2025-10-25,,active
5959,5959,1,2025-04-06,,active
5960,5960,1,2025-03-25,,active
5961,5961,1,2024-04-07,,active
5962,5962,2,2024-07-04,2025-02-04,canceled
5963,5963,1,2023-07-13,2024-05-13,canceled
5964,5964,2,2024-06-20,,active
5965,5965,1,2024-02-21,2024-08-21,canceled
5966,5966,1,2024-10-16,,active
5967,5967,2,2023-09-17,2024-01-17,canceled
5968,5968,1,2024-08-17,2024-10-17,canceled
5969,5969,1,2024-01-01,2024-08-01,canceled
5970,5970,2,2023-05-23,2024-01-23,canceled
5971,5971,1,2023-04-10,2023-10-10,canceled
5972,5972,1,2025-12-05,,active
5973,5973,1,2024-04-14,,active
5974,5974,2,2023-04-04,2023-05-04,canceled
5975,5975,2,2023-01-20,2024-02-20,canceled
5976,5976,1,2025-08-01,,active
5977,5977,1,2024-06-14,2024-12-14,canceled
5978,5978,2,2023-12-20,2024-05-20,canceled
5979,5979,3,2024-05-20,2024-08-20,canceled
5980,5980,2,2025-07-15,,active
5981,5981,2,2023-07-16,,active
5982,5982,2,2025-10-13,,active
5983,5983,1,2023-07-13,,active
5984,5984,3,2023-01-05,2023-05-05,canceled
5985,5985,3,2024-02-04,2025-07-04,canceled
5986,5986,1,2025-03-13,,active
5987,5987,1,2025-02-14,,active
5988,5988,1,2025-12-03,,active
5989,5989,1,2023-06-24,,active
5990,5990,1,2023-06-17,2024-05-17,canceled
5991,5991,2,2024-06-05,,active
5992,5992,2,2023-02-27,2023-08-27,canceled
5993,5993,1,2024-05-01,,active
5994,5994,2,2025-11-25,,active
5995,5995,1,2024-09-03,2024-10-03,canceled
5996,5996,1,2025-04-11,2025-05-11,canceled
5997,5997,2,2023-12-20,2024-03-20,canceled
5998,5998,3,2025-04-20,2025-05-20,canceled
5999,5999,1,2023-04-02,2024-07-02,canceled
6000,6000,2,2025-09-15,,active
6001,6001,1,2024-04-13,2025-01-13,canceled
6002,6002,3,2025-06-20,,active
6003,6003,1,2023-10-11,,active
6004,6004,2,2025-01-15,,active
6005,6005,2,2024-08-27,2024-09-27,canceled
6006,6006,1,2025-07-17,,active
6007,6007,2,2025-03-08,2025-05-08,canceled
6008,6008,2,2024-01-22,,active
6009,6009,2,2024-10-23,2025-06-23,canceled
6010,6010,2,2024-10-04,2025-10-04,canceled
6011,6011,3,2023-03-05,,active
6012,6012,2,2025-12-11,,active
6013,6013,1,2023-04-23,2024-06-23,canceled
6014,6014,1,2024-06-08,,active
6015,6015,1,2025-11-03,,active
6016,6016,2,2025-06-27,,active
6017,6017,1,2024-09-09,,active
6018,6018,1,2023-04-19,,active
6019,6019,2,2023-02-18,2024-08-18,canceled
6020,6020,2,2025-06-09,,active
6021,6021,2,2025-05-12,,active
6022,6022,2,2025-11-23,,active
6023,6023,1,2024-02-22,2025-09-22,canceled
6024,6024,1,2024-12-08,,active
6025,6025,3,2024-02-14,2025-07-14,canceled
6026,6026,1,2025-10-08,,active
6027,6027,3,2024-04-16,,active
6028,6028,2,2023-03-27,2024-03-27,canceled
6029,6029,1,2025-08-26,,active
6030,6030,3,2023-12-08,,active
6031,6031,1,2024-05-20,,active
6032,6032,3,2024-06-25,2025-10-25,canceled
6033,6033,2,2024-11-10,2024-12-10,canceled
6034,6034,2,2025-01-26,,active
6035,6035,1,2025-10-20,,active
6036,6036,1,2025-10-11,,active
6037,6037,2,2023-03-18,2023-11-18,canceled
6038,6038,2,2025-03-22,,active
6039,6039,1,2024-05-03,,active
6040,6040,2,2023-04-11,2024-05-11,canceled
6041,6041,1,2023-08-19,2024-04-19,canceled
6042,6042,2,2025-06-20,,active
6043,6043,1,2024-01-16,,active
6044,6044,2,2025-09-16,,active
6045,6045,2,2024-10-10,,active
6046,6046,1,2024-11-24,,active
6047,6047,2,2025-11-10,,active
6048,6048,2,2024-01-05,2025-07-05,canceled
6049,6049,2,2024-07-12,,active
6050,6050,1,2025-03-11,,active
6051,6051,1,2025-06-10,2025-11-10,canceled
6052,6052,2,2024-02-24,,active
6053,6053,2,2024-06-26,,active
6054,6054,2,2024-09-18,2025-04-18,canceled
6055,6055,2,2023-04-10,2025-11-10,canceled
6056,6056,1,2023-12-27,2024-10-27,canceled
6057,6057,1,2025-09-13,,active
6058,6058,3,2024-11-10,,active
6059,6059,2,2024-09-26,2025-12-26,canceled
6060,6060,1,2025-10-10,,active
6061,6061,1,2025-04-14,2025-08-14,canceled
6062,6062,1,2025-10-12,,active
6063,6063,1,2023-08-25,,active
6064,6064,1,2024-06-11,,active
6065,6065,1,2025-05-13,,active
6066,6066,2,2023-04-06,2023-10-06,canceled
6067,6067,2,2023-12-08,2024-02-08,canceled
6068,6068,3,2025-05-26,2025-06-26,canceled
6069,6069,1,2024-12-21,,active
6070,6070,1,2023-02-24,,active
6071,6071,2,2023-11-04,2024-05-04,canceled
6072,6072,2,2023-07-12,2023-08-12,canceled
6073,6073,3,2024-09-09,2024-12-09,canceled
6074,6074,2,2025-12-17,,active
6075,6075,2,2025-05-21,,active
6076,6076,2,2024-03-13,2024-04-13,canceled
6077,6077,1,2024-12-03,,active
6078,6078,2,2023-02-07,,active
6079,6079,1,2023-09-16,,active
6080,6080,1,2023-03-19,,active
6081,6081,2,2025-03-18,2025-04-18,canceled
6082,6082,2,2025-08-24,,active
6083,6083,1,2024-09-16,,active
6084,6084,3,2025-02-04,2025-11-04,canceled
6085,6085,1,2024-04-26,2024-06-26,canceled
6086,6086,2,2024-10-20,,active
6087,6087,2,2024-06-04,2024-09-04,canceled
6088,6088,2,2025-06-05,,active
6089,6089,3,2024-09-26,2025-02-26,canceled
6090,6090,2,2024-12-27,2025-01-27,canceled
6091,6091,2,2025-04-14,2025-05-14,canceled
6092,6092,3,2023-04-14,2024-01-14,canceled
6093,6093,1,2024-07-09,,active
6094,6094,3,2023-11-03,,active
6095,6095,2,2024-08-23,,active
6096,6096,1,2024-12-01,,active
6097,6097,1,2023-05-16,2024-11-16,canceled
6098,6098,1,2023-09-06,2025-11-06,canceled
6099,6099,2,2025-06-13,2025-07-13,canceled
6100,6100,2,2024-02-08,2024-07-08,canceled
6101,6101,1,2025-05-07,2025-10-07,canceled
6102,6102,1,2024-05-01,,active
6103,6103,3,2024-02-14,2024-03-14,canceled
6104,6104,2,2024-06-21,,active
6105,6105,1,2023-09-26,2025-07-26,canceled
6106,6106,1,2024-10-09,2025-05-09,canceled
6107,6107,3,2023-01-04,2023-04-04,canceled
6108,6108,2,2023-05-03,,active
6109,6109,2,2024-03-20,,active
6110,6110,1,2023-06-27,,active
6111,6111,1,2025-05-22,2025-07-22,canceled
6112,6112,2,2025-10-17,,active
6113,6113,1,2025-09-22,,active
6114,6114,3,2025-05-23,,active
6115,6115,1,2024-10-17,,active
6116,6116,2,2025-11-04,,active
6117,6117,3,2023-07-12,2024-09-12,canceled
6118,6118,2,2025-11-10,,active
6119,6119,3,2025-04-26,,active
6120,6120,2,2025-12-07,,active
6121,6121,2,2025-05-09,2025-07-09,canceled
6122,6122,2,2023-05-26,2023-08-26,canceled
6123,6123,3,2024-06-27,2024-10-27,canceled
6124,6124,2,2025-09-06,,active
6125,6125,2,2023-04-12,,active
6126,6126,3,2025-10-13,,active
6127,6127,2,2024-05-05,,active
6128,6128,1,2024-02-19,,active
6129,6129,3,2024-02-15,,active
6130,6130,2,2024-09-14,2024-10-14,canceled
6131,6131,2,2024-08-02,2025-02-02,canceled
6132,6132,2,2025-03-03,2025-06-03,canceled
6133,6133,2,2023-02-22,2024-04-22,canceled
6134,6134,1,2025-10-07,,active
6135,6135,1,2024-06-15,2024-07-15,canceled
6136,6136,1,2025-07-26,,active
6137,6137,1,2023-01-17,2023-03-17,canceled
6138,6138,2,2025-12-21,,active
6139,6139,1,2025-01-24,2025-05-24,canceled
6140,6140,1,2023-12-10,2025-03-10,canceled
6141,6141,1,2024-10-07,,active
6142,6142,3,2025-01-05,2025-03-05,canceled
6143,6143,3,2025-12-23,,active
6144,6144,2,2025-07-09,,active
6145,6145,2,2025-06-16,,active
6146,6146,3,2025-02-27,2025-04-27,canceled
6147,6147,2,2024-09-14,,active
6148,6148,1,2025-03-26,,active
6149,6149,3,2023-09-02,,active
6150,6150,1,2025-12-14,,active
6151,6151,1,2025-04-12,2025-08-12,canceled
6152,6152,3,2023-06-26,2023-07-26,canceled
6153,6153,1,2023-07-19,2023-08-19,canceled
6154,6154,1,2023-10-07,2023-12-07,canceled
6155,6155,3,2025-08-07,2025-10-07,canceled
6156,6156,1,2023-03-10,2025-08-10,canceled
6157,6157,3,2023-09-05,,active
6158,6158,2,2024-12-10,,active
6159,6159,2,2025-10-16,,active
6160,6160,2,2024-06-25,2024-11-25,canceled
6161,6161,3,2024-06-11,2025-10-11,canceled
6162,6162,1,2025-06-25,,active
6163,6163,2,2024-12-05,,active
6164,6164,2,2024-07-18,,active
6165,6165,2,2024-07-02,2024-09-02,canceled
6166,6166,3,2024-08-17,,active
6167,6167,1,2025-04-22,,active
6168,6168,3,2025-10-26,2025-11-26,canceled
6169,6169,2,2024-02-15,2025-06-15,canceled
6170,6170,2,2025-04-15,2025-06-15,canceled
6171,6171,1,2024-06-10,,active
6172,6172,2,2024-12-07,2025-03-07,canceled
6173,6173,1,2025-10-15,2025-11-15,canceled
6174,6174,2,2024-07-11,2025-04-11,canceled
6175,6175,1,2023-11-14,2024-04-14,canceled
6176,6176,1,2025-06-27,,active
6177,6177,3,2023-06-16,2024-01-16,canceled
6178,6178,2,2024-06-24,,active
6179,6179,1,2025-01-06,,active
6180,6180,2,2025-02-10,2025-08-10,canceled
6181,6181,3,2025-07-18,2025-10-18,canceled
6182,6182,2,2023-08-22,2023-10-22,canceled
6183,6183,3,2023-02-06,,active
6184,6184,2,2023-08-25,2025-05-25,canceled
6185,6185,2,2023-10-15,2024-04-15,canceled
6186,6186,2,2025-07-09,,active
6187,6187,3,2025-06-21,2025-10-21,canceled
6188,6188,2,2023-12-20,2024-08-20,canceled
6189,6189,1,2025-03-16,2025-08-16,canceled
6190,6190,2,2025-12-23,,active
6191,6191,2,2024-10-18,,active
6192,6192,1,2025-12-13,,active
6193,6193,2,2023-11-07,2024-08-07,canceled
6194,6194,2,2025-05-01,2025-11-01,canceled
6195,6195,1,2025-09-10,,active
6196,6196,3,2025-08-24,,active
6197,6197,1,2025-07-25,,active
6198,6198,1,2025-06-08,,active
6199,6199,1,2023-07-25,2024-05-25,canceled
6200,6200,1,2024-01-09,2024-09-09,canceled
6201,6201,2,2023-04-06,2024-06-06,canceled
6202,6202,1,2025-01-06,,active
6203,6203,1,2025-11-19,,active
6204,6204,3,2023-11-11,2024-06-11,canceled
6205,6205,1,2024-07-21,2025-05-21,canceled
6206,6206,2,2023-08-11,,active
6207,6207,1,2025-06-21,,active
6208,6208,1,2024-12-02,,active
6209,6209,2,2023-02-02,2025-10-02,canceled
6210,6210,1,2025-07-16,,active
6211,6211,1,2025-01-04,2025-06-04,canceled
6212,6212,2,2025-11-19,,active
6213,6213,2,2024-11-09,2025-06-09,canceled
6214,6214,1,2025-06-01,,active
6215,6215,1,2024-01-13,2024-02-13,canceled
6216,6216,2,2025-02-05,,active
6217,6217,3,2023-07-11,2024-07-11,canceled
6218,6218,2,2023-09-06,,active
6219,6219,1,2024-02-03,2024-10-03,canceled
6220,6220,2,2024-06-04,2024-12-04,canceled
6221,6221,3,2025-01-11,2025-02-11,canceled
6222,6222,2,2025-02-22,2025-06-22,canceled
6223,6223,1,2024-05-02,2025-12-02,canceled
6224,6224,1,2025-08-22,,active
6225,6225,1,2023-10-19,,active
6226,6226,2,2024-01-05,,active
6227,6227,3,2025-02-02,2025-10-02,canceled
6228,6228,2,2023-05-05,2024-09-05,canceled
6229,6229,2,2025-04-23,2025-11-23,canceled
6230,6230,2,2024-05-05,,active
6231,6231,1,2024-02-21,2024-06-21,canceled
6232,6232,2,2025-10-18,2025-11-18,canceled
6233,6233,2,2025-02-26,,active
6234,6234,3,2025-06-04,,active
6235,6235,1,2023-06-08,2023-08-08,canceled
6236,6236,2,2025-11-25,,active
6237,6237,2,2024-08-05,2024-12-05,canceled
6238,6238,1,2025-02-05,,active
6239,6239,1,2024-10-24,2025-11-24,canceled
6240,6240,3,2025-11-01,,active
6241,6241,2,2025-09-14,,active
6242,6242,1,2025-09-26,,active
6243,6243,1,2025-11-09,,active
6244,6244,3,2024-02-07,2025-04-07,canceled
6245,6245,1,2024-12-09,2025-03-09,canceled
6246,6246,3,2023-12-03,2024-10-03,canceled
6247,6247,3,2024-04-03,,active
6248,6248,2,2024-07-21,2024-10-21,canceled
6249,6249,1,2025-09-04,,active
6250,6250,1,2024-12-17,2025-06-17,canceled
6251,6251,1,2025-04-08,2025-09-08,canceled
6252,6252,2,2025-12-05,,active
6253,6253,1,2024-07-13,2024-08-13,canceled
6254,6254,1,2025-11-12,,active
6255,6255,1,2024-11-03,2025-03-03,canceled
6256,6256,3,2024-02-22,,active
6257,6257,1,2025-06-17,,active
6258,6258,1,2025-03-21,2025-06-21,canceled
6259,6259,1,2024-05-27,2025-08-27,canceled
6260,6260,3,2025-08-06,,active
6261,6261,1,2025-10-01,,active
6262,6262,1,2023-02-20,2024-04-20,canceled
6263,6263,1,2023-12-18,2024-01-18,canceled
6264,6264,1,2023-03-12,2024-03-12,canceled
6265,6265,2,2024-02-07,2024-05-07,canceled
6266,6266,2,2023-11-16,,active
6267,6267,2,2023-07-02,,active
6268,6268,1,2023-04-10,2024-09-10,canceled
6269,6269,2,2024-08-15,2025-08-15,canceled
6270,6270,2,2025-09-01,,active
6271,6271,1,2025-08-06,2025-12-06,canceled
6272,6272,1,2024-04-01,2025-06-01,canceled
6273,6273,1,2024-08-04,,active
6274,6274,1,2023-09-01,2025-06-01,canceled
6275,6275,2,2025-05-22,,active
6276,6276,1,2024-12-26,2025-04-26,canceled
6277,6277,3,2025-06-18,,active
6278,6278,3,2025-09-15,,active
6279,6279,2,2023-08-22,,active
6280,6280,1,2025-09-14,,active
6281,6281,2,2025-03-19,,active
6282,6282,1,2024-09-16,,active
6283,6283,3,2025-10-08,,active
6284,6284,2,2023-04-06,2025-02-06,canceled
6285,6285,1,2024-04-02,,active
6286,6286,1,2025-07-05,,active
6287,6287,2,2025-11-03,,active
6288,6288,1,2024-10-08,2024-11-08,canceled
6289,6289,2,2023-05-09,2024-09-09,canceled
6290,6290,2,2024-05-04,2024-06-04,canceled
6291,6291,3,2024-05-23,,active
6292,6292,1,2025-08-12,2025-12-12,canceled
6293,6293,1,2025-01-18,2025-03-18,canceled
6294,6294,3,2025-01-15,,active
6295,6295,1,2024-08-27,2024-11-27,canceled
6296,6296,2,2023-03-13,2024-08-13,canceled
6297,6297,2,2025-10-18,,active
6298,6298,2,2024-01-21,2024-09-21,canceled
6299,6299,2,2024-05-03,,active
6300,6300,2,2024-02-10,,active
6301,6301,2,2023-01-07,,active
6302,6302,2,2023-01-20,2024-08-20,canceled
6303,6303,1,2024-06-21,,active
6304,6304,1,2023-06-06,2025-03-06,canceled
6305,6305,2,2023-12-13,,active
6306,6306,1,2023-05-16,2023-07-16,canceled
6307,6307,1,2023-11-25,,active
6308,6308,2,2024-04-03,,active
6309,6309,1,2025-04-05,,active
6310,6310,2,2025-07-22,,active
6311,6311,1,2025-05-24,,active
6312,6312,1,2024-01-24,2024-06-24,canceled
6313,6313,3,2025-08-10,,active
6314,6314,3,2024-02-26,2025-01-26,canceled
6315,6315,2,2024-07-09,2025-06-09,canceled
6316,6316,1,2024-11-26,2025-03-26,canceled
6317,6317,2,2025-03-13,,active
6318,6318,2,2024-12-20,,active
6319,6319,3,2024-08-06,2024-10-06,canceled
6320,6320,1,2024-05-21,2025-05-21,canceled
6321,6321,2,2024-11-06,2025-08-06,canceled
6322,6322,1,2025-09-06,,active
6323,6323,3,2025-04-08,2025-09-08,canceled
6324,6324,1,2024-07-07,2025-07-07,canceled
6325,6325,2,2025-12-11,,active
6326,6326,2,2023-08-19,,active
6327,6327,1,2025-10-04,,active
6328,6328,1,2023-03-24,2023-05-24,canceled
6329,6329,1,2025-06-25,,active
6330,6330,2,2024-09-17,,active
6331,6331,2,2025-05-10,,active
6332,6332,1,2025-02-17,2025-04-17,canceled
6333,6333,1,2025-11-21,,active
6334,6334,1,2024-02-05,,active
6335,6335,1,2023-05-01,,active
6336,6336,1,2023-10-14,2024-06-14,canceled
6337,6337,3,2023-10-04,2025-05-04,canceled
6338,6338,2,2025-02-16,,active
6339,6339,3,2024-07-16,2025-09-16,canceled
6340,6340,3,2025-03-18,2025-11-18,canceled
6341,6341,1,2024-03-10,,active
6342,6342,3,2024-07-23,2024-11-23,canceled
6343,6343,1,2025-03-11,2025-09-11,canceled
6344,6344,2,2023-01-14,2023-10-14,canceled
6345,6345,2,2025-05-10,,active
6346,6346,1,2024-05-19,2024-07-19,canceled
6347,6347,2,2023-09-12,,active
6348,6348,1,2025-07-20,2025-12-20,canceled
6349,6349,1,2024-02-27,2025-08-27,canceled
6350,6350,2,2025-12-10,,active
6351,6351,2,2023-02-17,,active
6352,6352,2,2024-08-04,2025-05-04,canceled
6353,6353,1,2025-03-07,2025-08-07,canceled
6354,6354,3,2024-10-05,,active
6355,6355,1,2025-04-20,,active
6356,6356,1,2024-07-20,,active
6357,6357,1,2023-11-24,2025-05-24,canceled
6358,6358,3,2025-07-23,2025-12-23,canceled
6359,6359,1,2024-05-13,,active
6360,6360,2,2023-10-05,2023-11-05,canceled
6361,6361,1,2023-07-10,,active
6362,6362,1,2023-06-11,,active
6363,6363,3,2025-01-08,,active
6364,6364,1,2025-10-12,,active
6365,6365,2,2025-07-06,,active
6366,6366,2,2025-02-10,2025-07-10,canceled
6367,6367,1,2023-04-22,,active
6368,6368,2,2024-01-04,2024-02-04,canceled
6369,6369,2,2025-01-17,,active
6370,6370,1,2025-08-07,2025-09-07,canceled
6371,6371,1,2025-08-10,,active
6372,6372,2,2025-01-20,2025-05-20,canceled
6373,6373,2,2025-08-21,2025-10-21,canceled
6374,6374,2,2025-09-06,,active
6375,6375,2,2025-07-15,,active
6376,6376,2,2025-06-14,,active
6377,6377,2,2025-06-09,,active
6378,6378,2,2025-01-14,,active
6379,6379,2,2024-04-21,2025-08-21,canceled
6380,6380,1,2025-03-04,,active
6381,6381,3,2023-03-25,2023-07-25,canceled
6382,6382,1,2024-05-14,2025-08-14,canceled
6383,6383,1,2025-10-07,,active
6384,6384,2,2023-07-02,2024-03-02,canceled
6385,6385,1,2025-07-21,2025-09-21,canceled
6386,6386,1,2025-03-24,2025-10-24,canceled
6387,6387,1,2025-09-12,,active
6388,6388,1,2025-08-03,,active
6389,6389,2,2025-12-24,,active
6390,6390,2,2023-01-11,,active
6391,6391,3,2023-07-09,,active
6392,6392,1,2023-07-23,2024-06-23,canceled
6393,6393,1,2025-09-25,,active
6394,6394,1,2025-12-09,,active
6395,6395,1,2024-07-05,2024-09-05,canceled
6396,6396,1,2025-08-01,2025-12-01,canceled
6397,6397,1,2024-05-12,2025-07-12,canceled
6398,6398,2,2024-11-09,2025-03-09,canceled
6399,6399,2,2025-08-01,,active
6400,6400,1,2024-12-16,2025-01-16,canceled
6401,6401,2,2025-01-08,,active
6402,6402,2,2023-04-21,,active
6403,6403,2,2024-05-11,2024-12-11,canceled
6404,6404,3,2024-12-16,,active
6405,6405,2,2025-12-17,,active
6406,6406,2,2024-11-15,,active
6407,6407,3,2024-07-04,2025-02-04,canceled
